time,temp (C),hum
1607181300,26.0849992,62
1607182500,35.00797761,71
1607183700,32.04607192,75
1607184900,34.05786847,60
1607186100,34.07494565,72
1607187300,51.05335845,59
1607188500,27.08753801,41
1607189700,33.08192083,74
1607190900,44.09477731,46
1607192100,39.07821989,59
1607193300,35.09111594,64
1607194500,33.07868579,76
1607195700,35.0441083,46
1607196900,42.08846706,55
1607198100,30.04391782,69
1607199300,27.01260624,69
1607200500,36.08681917,76
1607201700,51.07830887,76
1607202900,35.07227936,64
1607204100,30.08390527,51
1607205300,39.03614364,62
1607206500,28.06819378,80
1607207700,42.02900618,74
1607208900,45.01996039,79
1607210100,46.06690627,65
1607211300,27.0791673,52
1607212500,42.07275837,69
1607213700,34.03090161,54
1607214900,54.09941587,65
1607216100,27.08595322,48
1607217300,50.05109674,61
1607218500,35.00642383,60
1607219700,29.03352932,43
1607220900,33.03170463,58
1607222100,31.08155994,67
1607223300,37.00335057,67
1607224500,30.05154188,61
1607225700,31.03606624,64
1607226900,49.01249045,64
1607228100,49.0619305,74
1607229300,47.02240049,57
1607230500,26.03893168,80
1607231700,46.0871588,76
1607232900,31.01152922,52
1607234100,45.00041438,61
1607235300,27.05195639,66
1607236500,27.06415814,44
1607237700,28.01935413,49
1607238900,32.02703519,70
1607240100,47.04019783,51
1607241300,28.00589095,78
1607242500,33.03392808,54
1607243700,35.09558829,52
1607244900,44.05923038,62
1607246100,32.00259001,44
1607247300,42.09100965,69
1607248500,26.07027948,74
1607249700,52.09922461,65
1607250900,33.00264936,57
1607252100,32.02837479,78
1607253300,50.06696166,68
1607254500,30.01228026,67
1607255700,44.05836964,77
1607256900,26.08203585,53
1607258100,33.00423893,49
1607259300,34.00305682,74
1607260500,28.08462768,79
1607261700,43.02544598,45
1607262900,33.05394301,54
1607264100,31.03734296,41
1607265300,36.09050128,45
1607266500,26.00768079,45
1607267700,29.0013675,69
1607268900,32.04337303,67
